event_id,event_year,event_month,event_day,account_id,sampled,event_text,type,subtype,actors,placses,keywords,wos_keys,bib_keys,extracted_from,comment
3000,1998,,,66,,,,,,,,WOS:000071306000035,,wos,
3001,1999,,,66,,,,,,,,WOS:000079735500010,,wos,
3002,2019,,,66,,,,,,,,WOS:000499478600032,,wos,
3003,1999,,,66,,,,,,,,WOS:000080818700005,,wos,
3004,1999,,,66,,,,,,,,WOS:000080898500002,,wos,
3005,1999,,,66,,,,,,,,WOS:000081607400011,,wos,
3006,1999,,,66,,,,,,,,WOS:000082574100083,,wos,
3007,2000,,,66,,,,,,,,WOS:000086338200024,,wos,
3008,2016,,,66,,,,,,,,WOS:000381187800001,,wos,
3009,2000,,,66,,,,,,,,WOS:000165187500006,,wos,
3010,2000,,,66,,,,,,,,WOS:000165472700007,,wos,
3011,2000,,,66,,,,,,,,WOS:000165766300003,,wos,
3012,2020,,,66,,,,,,,,WOS:000506001200074,,wos,
3013,2001,,,66,,,,,,,,WOS:000167774000004,,wos,
3014,2001,,,66,,,,,,,,WOS:000168907500002,,wos,
3015,2001,,,66,,,,,,,,WOS:000169612900004,,wos,
3016,2001,,,66,,,,,,,,WOS:000170450200006,,wos,
3017,2001,,,66,,,,,,,,WOS:000170885900013,,wos,
3018,2001,,,66,,,,,,,,WOS:000172469000003,,wos,
3019,2001,,,66,,,,,,,,WOS:000173543300061,,wos,
3020,2019,,,66,,,,,,,,WOS:000479181000001,,wos,
3021,2002,,,66,,,,,,,,WOS:000173913800002,,wos,
3022,2018,,,66,,,,,,,,WOS:000451313700002,,wos,
3023,2002,,,66,,,,,,,,WOS:000174710000017,,wos,
3024,2002,,,66,,,,,,,,WOS:000175084400005,,wos,
3025,2002,,,66,,,,,,,,WOS:000175798900004,,wos,
3026,2002,,,66,,,,,,,,WOS:000175908600040,,wos,
3027,2002,,,66,,,,,,,,WOS:000176256500011,,wos,
3028,2002,,,66,,,,,,,,WOS:000178394700011,,wos,
3029,2019,,,66,,,,,,,,WOS:000503984400007,,wos,
3030,2018,,,66,,,,,,,,WOS:000446233900004,,wos,
3031,2003,,,66,,,,,,,,WOS:000180050900001,,wos,
3032,2002,,,66,,,,,,,,WOS:000180193500017,,wos,
3033,2002,,,66,,,,,,,,WOS:000180353100013,,wos,
3034,2003,,,66,,,,,,,,WOS:000180406700003,,wos,
3035,2017,,,66,,,,,,,,WOS:000412257800033,,wos,
3036,2003,,,66,,,,,,,,WOS:000181703700014,,wos,
3037,2003,,,66,,,,,,,,WOS:000182068300003,,wos,
3038,2003,,,66,,,,,,,,WOS:000182332400008,,wos,
3039,2003,,,66,,,,,,,,WOS:000183140700027,,wos,
3040,2003,,,66,,,,,,,,WOS:000183243300012,,wos,
3041,2003,,,66,,,,,,,,WOS:000184161800782,,wos,
3042,2003,,,66,,,,,,,,WOS:000184455900009,,wos,
3043,2003,,,66,,,,,,,,WOS:000184651600060,,wos,
3044,2003,,,66,,,,,,,,WOS:000184794200018,,wos,
3045,2004,,,66,,,,,,,,WOS:000188384000016,,wos,
3046,2003,,,66,,,,,,,,WOS:000188662100011,,wos,
3047,2003,,,66,,,,,,,,WOS:000189233300018,,wos,
3048,2007,,,66,,,,,,,,WOS:000206500600022,,wos,
3049,2009,,,66,,,,,,,,WOS:000207781000193,,wos,
3050,2009,,,66,,,,,,,,WOS:000207952400221,,wos,
3051,2020,,,66,,,,,,,,WOS:000514192000012,,wos,
3052,2005,,,66,,,,,,,,WOS:000208519000019,,wos,
3053,2010,,,66,,,,,,,,WOS:000208762004022,,wos,
3054,2012,,,66,,,,,,,,WOS:000208863600299,,wos,
3055,2020,,,66,,,,,,,,WOS:000515884100002,,wos,
3056,2006,,,66,,,,,,,,WOS:000208933500031,,wos,
3057,2013,,,66,,,,,,,,WOS:000209192300002,,wos,
3058,2011,,,66,,,,,,,,WOS:000209214700038,,wos,
3059,2017,,,66,,,,,,,,WOS:000416595500001,,wos,
3060,2012,,,66,,,,,,,,WOS:000209222900039,,wos,
3061,2012,,,66,,,,,,,,WOS:000209225500040,,wos,
3062,2018,,,66,,,,,,,,WOS:000429927300005,,wos,
3063,2012,,,66,,,,,,,,WOS:000209242400003,,wos,
3064,2012,,,66,,,,,,,,WOS:000209348605058,,wos,
3065,2013,,,66,,,,,,,,WOS:000209354700001,,wos,
3066,2013,,,66,,,,,,,,WOS:000209374100217,,wos,
3067,2011,,,66,,,,,,,,WOS:000209417500008,,wos,
3068,2013,,,66,,,,,,,,WOS:000209507400012,,wos,
3069,2014,,,66,,,,,,,,WOS:000209596200001,,wos,
3070,2014,,,66,,,,,,,,WOS:000209597700001,,wos,
3071,2014,,,66,,,,,,,,WOS:000209690800001,,wos,
3072,2014,,,66,,,,,,,,WOS:000209769800003,,wos,
3073,2014,,,66,,,,,,,,WOS:000209816900015,,wos,
3074,2014,,,66,,,,,,,,WOS:000209829100010,,wos,
3075,2014,,,66,,,,,,,,WOS:000209918600049,,wos,
3076,2015,,,66,,,,,,,,WOS:000209918700042,,wos,
3077,2018,,,66,,,,,,,,WOS:000454379300008,,wos,
3078,2015,,,66,,,,,,,,WOS:000209925400013,,wos,
3079,2015,,,66,,,,,,,,WOS:000209925400015,,wos,
3080,2017,,,66,,,,,,,,WOS:000414631200009,,wos,
3081,2015,,,66,,,,,,,,WOS:000209928400195,,wos,
3082,2018,,,66,,,,,,,,WOS:000437803500002,,wos,
3083,2015,,,66,,,,,,,,WOS:000209928402004,,wos,
3084,2015,,,66,,,,,,,,WOS:000209928500009,,wos,
3085,2015,,,66,,,,,,,,WOS:000209928500172,,wos,
3086,2015,,,66,,,,,,,,WOS:000209928500776,,wos,
3087,2015,,,66,,,,,,,,WOS:000209928500831,,wos,
3088,2015,,,66,,,,,,,,WOS:000209928500834,,wos,
3089,2015,,,66,,,,,,,,WOS:000209928500835,,wos,
3090,2015,,,66,,,,,,,,WOS:000209928600574,,wos,
3091,2015,,,66,,,,,,,,WOS:000216592400005,,wos,
3092,2015,,,66,,,,,,,,WOS:000216596000005,,wos,
3093,2004,,,66,,,,,,,,WOS:000221343700002,,wos,
3094,2004,,,66,,,,,,,,WOS:000225149300078,,wos,
3095,2004,,,66,,,,,,,,WOS:000225524000013,,wos,
3096,2004,,,66,,,,,,,,WOS:000225676700012,,wos,
3097,2004,,,66,,,,,,,,WOS:000226099000079,,wos,
3098,2005,,,66,,,,,,,,WOS:000226421500012,,wos,
3099,2018,,,66,,,,,,,,WOS:000434281300006,,wos,
3100,2005,,,66,,,,,,,,WOS:000227707100005,,wos,
3101,2005,,,66,,,,,,,,WOS:000227952800006,,wos,
3102,2005,,,66,,,,,,,,WOS:000227952800007,,wos,
3103,2005,,,66,,,,,,,,WOS:000228404100024,,wos,
3104,2005,,,66,,,,,,,,WOS:000228421900030,,wos,
3105,2018,,,66,,,,,,,,WOS:000433193800001,,wos,
3106,2005,,,66,,,,,,,,WOS:000228965500020,,wos,
3107,2005,,,66,,,,,,,,WOS:000229083600024,,wos,
3108,2005,,,66,,,,,,,,WOS:000229691900023,,wos,
3109,2005,,,66,,,,,,,,WOS:000230445700082,,wos,
3110,2005,,,66,,,,,,,,WOS:000231161600005,,wos,
3111,2005,,,66,,,,,,,,WOS:000231459000006,,wos,
3112,2005,,,66,,,,,,,,WOS:000231491000010,,wos,
3113,2005,,,66,,,,,,,,WOS:000232194100024,,wos,
3114,2005,,,66,,,,,,,,WOS:000232815900004,,wos,
3115,2017,,,66,,,,,,,,WOS:000412346100021,,wos,
3116,2005,,,66,,,,,,,,WOS:000233403900003,,wos,
3117,2019,,,66,,,,,,,,WOS:000491609100008,,wos,
3118,2005,,,66,,,,,,,,WOS:000234713300005,,wos,
3119,2018,,,66,,,,,,,,WOS:000431114200003,,wos,
3120,2006,,,66,,,,,,,,WOS:000235793800030,,wos,
3121,2006,,,66,,,,,,,,WOS:000236117800011,,wos,
3122,2006,,,66,,,,,,,,WOS:000236403300008,,wos,
3123,2006,,,66,,,,,,,,WOS:000236866400091,,wos,
3124,2019,,,66,,,,,,,,WOS:000457406100021,,wos,
3125,2006,,,66,,,,,,,,WOS:000237737200001,,wos,
3126,2006,,,66,,,,,,,,WOS:000237927900025,,wos,
3127,2006,,,66,,,,,,,,WOS:000238035500007,,wos,
3128,2006,,,66,,,,,,,,WOS:000238489000080,,wos,
3129,2006,,,66,,,,,,,,WOS:000238996200100,,wos,
3130,2006,,,66,,,,,,,,WOS:000239168500018,,wos,
3131,2006,,,66,,,,,,,,WOS:000239287000009,,wos,
3132,2006,,,66,,,,,,,,WOS:000239371600094,,wos,
3133,2006,,,66,,,,,,,,WOS:000239982900005,,wos,
3134,2006,,,66,,,,,,,,WOS:000240877202108,,wos,
3135,2020,,,66,,,,,,,,WOS:000517090700003,,wos,
3136,2018,,,66,,,,,,,,WOS:000423897600016,,wos,
3137,2020,,,66,,,,,,,,WOS:000515119800001,,wos,
3138,2006,,,66,,,,,,,,WOS:000241905100001,,wos,
3139,2006,,,66,,,,,,,,WOS:000242356900001,,wos,
3140,2007,,,66,,,,,,,,WOS:000242439300015,,wos,
3141,2006,,,66,,,,,,,,WOS:000242699500010,,wos,
3142,2007,,,66,,,,,,,,WOS:000243573600010,,wos,
3143,2007,,,66,,,,,,,,WOS:000243922000001,,wos,
3144,2007,,,66,,,,,,,,WOS:000243976800014,,wos,
3145,2006,,,66,,,,,,,,WOS:000244032500001,,wos,
3146,2007,,,66,,,,,,,,WOS:000244674900004,,wos,
3147,2007,,,66,,,,,,,,WOS:000244828200002,,wos,
3148,2007,,,66,,,,,,,,WOS:000245106900005,,wos,
3149,2007,,,66,,,,,,,,WOS:000245106900039,,wos,
3150,2007,,,66,,,,,,,,WOS:000245708501568,,wos,
3151,2007,,,66,,,,,,,,WOS:000245832200005,,wos,
3152,2020,,,66,,,,,,,,WOS:000512932100003,,wos,
3153,2007,,,66,,,,,,,,WOS:000246325400024,,wos,
3154,2007,,,66,,,,,,,,WOS:000246680500037,,wos,
3155,2007,,,66,,,,,,,,WOS:000246982900018,,wos,
3156,2007,,,66,,,,,,,,WOS:000247255000035,,wos,
3157,2020,,,66,,,,,,,,WOS:000517090700001,,wos,
3158,2007,,,66,,,,,,,,WOS:000247285200001,,wos,
3159,2019,,,66,,,,,,,,WOS:000460076000003,,wos,
3160,2018,,,66,,,,,,,,WOS:000431416200005,,wos,
3161,2006,,,66,,,,,,,,WOS:000248595600005,,wos,
3162,2006,,,66,,,,,,,,WOS:000248655600002,,wos,
3163,2018,,,66,,,,,,,,WOS:000438832900004,,wos,
3164,2007,,,66,,,,,,,,WOS:000250418600017,,wos,
3165,2007,,,66,,,,,,,,WOS:000250831600030,,wos,
3166,2007,,,66,,,,,,,,WOS:000250966300012,,wos,
3167,2007,,,66,,,,,,,,WOS:000251282600004,,wos,
3168,2007,,,66,,,,,,,,WOS:000251992800041,,wos,
3169,2018,,,66,,,,,,,,WOS:000425597400012,,wos,
3170,2008,,,66,,,,,,,,WOS:000252443000018,,wos,
3171,2008,,,66,,,,,,,,WOS:000252873600002,,wos,
3172,2008,,,66,,,,,,,,WOS:000252897900026,,wos,
3173,2008,,,66,,,,,,,,WOS:000253005800028,,wos,
3174,2008,,,66,,,,,,,,WOS:000253005800029,,wos,
3175,2008,,,66,,,,,,,,WOS:000253192900010,,wos,
3176,2008,,,66,,,,,,,,WOS:000253474400073,,wos,
3177,2007,,,66,,,,,,,,WOS:000253487700011,,wos,
3178,2018,,,66,,,,,,,,WOS:000425369800040,,wos,
3179,2007,,,66,,,,,,,,WOS:000254227900032,,wos,
3180,2008,,,66,,,,,,,,WOS:000254878500002,,wos,
3181,2007,,,66,,,,,,,,WOS:000255311500012,,wos,
3182,2008,,,66,,,,,,,,WOS:000255701600012,,wos,
3183,2019,,,66,,,,,,,,WOS:000476542800012,,wos,
3184,2008,,,66,,,,,,,,WOS:000256059800037,,wos,
3185,2008,,,66,,,,,,,,WOS:000256093000015,,wos,
3186,2008,,,66,,,,,,,,WOS:000256295000006,,wos,
3187,2008,,,66,,,,,,,,WOS:000256308200023,,wos,
3188,2019,,,66,,,,,,,,WOS:000496946200003,,wos,
3189,2008,,,66,,,,,,,,WOS:000256952600011,,wos,
3190,2008,,,66,,,,,,,,WOS:000256969200007,,wos,
3191,2008,,,66,,,,,,,,WOS:000256979100015,,wos,
3192,2008,,,66,,,,,,,,WOS:000257166400021,,wos,
3193,2019,,,66,,,,,,,,WOS:000489100500174,,wos,
3194,2008,,,66,,,,,,,,WOS:000257565300052,,wos,
3195,2008,,,66,,,,,,,,WOS:000257716600021,,wos,
3196,2008,,,66,,,,,,,,WOS:000258041500002,,wos,
3197,2019,,,66,,,,,,,,WOS:000457969200004,,wos,
3198,2008,,,66,,,,,,,,WOS:000258436700025,,wos,
3199,2008,,,66,,,,,,,,WOS:000258436700038,,wos,
3200,2019,,,66,,,,,,,,WOS:000463364400010,,wos,
3201,2008,,,66,,,,,,,,WOS:000259604901141,,wos,
3202,2019,,,66,,,,,,,,WOS:000461096000021,,wos,
3203,2008,,,66,,,,,,,,WOS:000260134300093,,wos,
3204,2017,,,66,,,,,,,,WOS:000404537300044,,wos,
3205,2008,,,66,,,,,,,,WOS:000260555300167,,wos,
3206,2008,,,66,,,,,,,,WOS:000260860500020,,wos,
3207,2008,,,66,,,,,,,,WOS:000261129300024,,wos,
3208,2008,,,66,,,,,,,,WOS:000261398400014,,wos,
3209,2009,,,66,,,,,,,,WOS:000261628100022,,wos,
3210,2019,,,66,,,,,,,,WOS:000463844200008,,wos,
3211,2009,,,66,,,,,,,,WOS:000261882900015,,wos,
3212,2009,,,66,,,,,,,,WOS:000262110300002,,wos,
3213,2008,,,66,,,,,,,,WOS:000262110400012,,wos,
3214,2009,,,66,,,,,,,,WOS:000262515800015,,wos,
3215,2018,,,66,,,,,,,,WOS:000423567000024,,wos,
3216,2018,,,66,,,,,,,,WOS:000451621700013,,wos,
3217,2009,,,66,,,,,,,,WOS:000262840400001,,wos,
3218,2009,,,66,,,,,,,,WOS:000263017400005,,wos,
3219,2009,,,66,,,,,,,,WOS:000263119400015,,wos,
3220,2009,,,66,,,,,,,,WOS:000263563800031,,wos,
3221,2019,,,66,,,,,,,,WOS:000499411900003,,wos,
3222,2009,,,66,,,,,,,,WOS:000263688200014,,wos,
3223,2008,,,66,,,,,,,,WOS:000264065800054,,wos,
3224,2009,,,66,,,,,,,,WOS:000264103700010,,wos,
3225,2017,,,66,,,,,,,,WOS:000417691300045,,wos,
3226,2009,,,66,,,,,,,,WOS:000264379800020,,wos,
3227,2008,,,66,,,,,,,,WOS:000264431800003,,wos,
3228,2009,,,66,,,,,,,,WOS:000264515100009,,wos,
3229,2009,,,66,,,,,,,,WOS:000264802000001,,wos,
3230,2009,,,66,,,,,,,,WOS:000265084500021,,wos,
3231,2009,,,66,,,,,,,,WOS:000265084900003,,wos,
3232,2019,,,66,,,,,,,,WOS:000516528900003,,wos,
3233,2009,,,66,,,,,,,,WOS:000265473700008,,wos,
3234,2009,,,66,,,,,,,,WOS:000265979700015,,wos,
3235,2009,,,66,,,,,,,,WOS:000266218100008,,wos,
3236,2019,,,66,,,,,,,,WOS:000504656900071,,wos,
3237,2009,,,66,,,,,,,,WOS:000266372700022,,wos,
3238,2020,,,66,,,,,,,,WOS:000522821700001,,wos,
3239,2009,,,66,,,,,,,,WOS:000267029800019,,wos,
3240,2009,,,66,,,,,,,,WOS:000267039900004,,wos,
3241,2009,,,66,,,,,,,,WOS:000267039900015,,wos,
3242,2009,,,66,,,,,,,,WOS:000267255200021,,wos,
3243,2009,,,66,,,,,,,,WOS:000267797800018,,wos,
3244,2009,,,66,,,,,,,,WOS:000269202400013,,wos,
3245,2009,,,66,,,,,,,,WOS:000269372800005,,wos,
3246,2019,,,66,,,,,,,,WOS:000488800703294,,wos,
3247,2009,,,66,,,,,,,,WOS:000269510400002,,wos,
3248,2009,,,66,,,,,,,,WOS:000269933300006,,wos,
3249,2009,,,66,,,,,,,,WOS:000270043300005,,wos,
3250,2009,,,66,,,,,,,,WOS:000270223300002,,wos,
3251,2009,,,66,,,,,,,,WOS:000270314800003,,wos,
3252,2009,,,66,,,,,,,,WOS:000270426400004,,wos,
3253,2009,,,66,,,,,,,,WOS:000270787800003,,wos,
3254,2009,,,66,,,,,,,,WOS:000270915400010,,wos,
3255,2009,,,66,,,,,,,,WOS:000271244800008,,wos,
3256,2018,,,66,,,,,,,,WOS:000441886700001,,wos,
3257,2018,,,66,,,,,,,,WOS:000422647600012,,wos,
3258,2009,,,66,,,,,,,,WOS:000272065300015,,wos,
3259,2009,,,66,,,,,,,,WOS:000272117900028,,wos,
3260,2009,,,66,,,,,,,,WOS:000272169400010,,wos,
3261,2009,,,66,,,,,,,,WOS:000272169400018,,wos,
3262,2018,,,66,,,,,,,,WOS:000455320700026,,wos,
3263,2019,,,66,,,,,,,,WOS:000462655800022,,wos,
3264,2009,,,66,,,,,,,,WOS:000272389600009,,wos,
3265,2009,,,66,,,,,,,,WOS:000272464000016,,wos,
3266,2009,,,66,,,,,,,,WOS:000272757200018,,wos,
3267,2009,,,66,,,,,,,,WOS:000272828700009,,wos,
3268,2009,,,66,,,,,,,,WOS:000273209500005,,wos,
3269,2010,,,66,,,,,,,,WOS:000273354200014,,wos,
3270,2010,,,66,,,,,,,,WOS:000273394000024,,wos,
3271,2010,,,66,,,,,,,,WOS:000273659700007,,wos,
3272,2010,,,66,,,,,,,,WOS:000273847900004,,wos,
3273,2010,,,66,,,,,,,,WOS:000273940800006,,wos,
3274,2010,,,66,,,,,,,,WOS:000273981100057,,wos,
3275,2010,,,66,,,,,,,,WOS:000274004200007,,wos,
3276,2010,,,66,,,,,,,,WOS:000274389200021,,wos,
3277,2010,,,66,,,,,,,,WOS:000274390200009,,wos,
3278,2010,,,66,,,,,,,,WOS:000274416000016,,wos,
3279,2010,,,66,,,,,,,,WOS:000274605900005,,wos,
3280,2010,,,66,,,,,,,,WOS:000274649900009,,wos,
3281,2010,,,66,,,,,,,,WOS:000274803700008,,wos,
3282,2010,,,66,,,,,,,,WOS:000274947600007,,wos,
3283,2019,,,66,,,,,,,,WOS:000469763400007,,wos,
3284,2010,,,66,,,,,,,,WOS:000275396200013,,wos,
3285,2010,,,66,,,,,,,,WOS:000275575900004,,wos,
3286,2009,,,66,,,,,,,,WOS:000275799000015,,wos,
3287,2010,,,66,,,,,,,,WOS:000275816300002,,wos,
3288,2010,,,66,,,,,,,,WOS:000275844200013,,wos,
3289,2010,,,66,,,,,,,,WOS:000276369700023,,wos,
3290,2010,,,66,,,,,,,,WOS:000276626400018,,wos,
3291,2010,,,66,,,,,,,,WOS:000276644000034,,wos,
3292,2010,,,66,,,,,,,,WOS:000276956500032,,wos,
3293,2010,,,66,,,,,,,,WOS:000277046700001,,wos,
3294,2010,,,66,,,,,,,,WOS:000277049400001,,wos,
3295,2010,,,66,,,,,,,,WOS:000277180900006,,wos,
3296,2010,,,66,,,,,,,,WOS:000277215800012,,wos,
3297,2010,,,66,,,,,,,,WOS:000277535100002,,wos,
3298,2010,,,66,,,,,,,,WOS:000277625200001,,wos,
3299,2010,,,66,,,,,,,,WOS:000278180200009,,wos,
3300,2010,,,66,,,,,,,,WOS:000278569700001,,wos,
3301,2018,,,66,,,,,,,,WOS:000431121400003,,wos,
3302,2010,,,66,,,,,,,,WOS:000278775900016,,wos,
3303,2018,,,66,,,,,,,,WOS:000429371100001,,wos,
3304,2019,,,66,,,,,,,,WOS:000484542800014,,wos,
3305,2010,,,66,,,,,,,,WOS:000279766700024,,wos,
3306,2010,,,66,,,,,,,,WOS:000279816000005,,wos,
3307,2010,,,66,,,,,,,,WOS:000280224600010,,wos,
3308,2010,,,66,,,,,,,,WOS:000280245300003,,wos,
3309,2010,,,66,,,,,,,,WOS:000280323000001,,wos,
3310,2010,,,66,,,,,,,,WOS:000280366800016,,wos,
3311,2010,,,66,,,,,,,,WOS:000280687200010,,wos,
3312,2017,,,66,,,,,,,,WOS:000416090100028,,wos,
3313,2010,,,66,,,,,,,,WOS:000280903800001,,wos,
3314,2019,,,66,,,,,,,,WOS:000481935500056,,wos,
3315,2010,,,66,,,,,,,,WOS:000281105500003,,wos,
3316,2010,,,66,,,,,,,,WOS:000281190300007,,wos,
3317,2009,,,66,,,,,,,,WOS:000281239000066,,wos,
3318,2010,,,66,,,,,,,,WOS:000281388400004,,wos,
3319,2010,,,66,,,,,,,,WOS:000281657300042,,wos,
3320,2010,,,66,,,,,,,,WOS:000281831400001,,wos,
3321,2010,,,66,,,,,,,,WOS:000281831400005,,wos,
3322,2020,,,66,,,,,,,,WOS:000510478000008,,wos,
3323,2010,,,66,,,,,,,,WOS:000281870000011,,wos,
3324,2018,,,66,,,,,,,,WOS:000438480300016,,wos,
3325,2010,,,66,,,,,,,,WOS:000282210700006,,wos,
3326,2010,,,66,,,,,,,,WOS:000282599700029,,wos,
3327,2019,,,66,,,,,,,,WOS:000489592600004,,wos,
3328,2020,,,66,,,,,,,,WOS:000520948200007,,wos,
3329,2010,,,66,,,,,,,,WOS:000283047900014,,wos,
3330,2019,,,66,,,,,,,,WOS:000460391500076,,wos,
3331,2019,,,66,,,,,,,,WOS:000477934300004,,wos,
3332,2018,,,66,,,,,,,,WOS:000432312900006,,wos,
3333,2010,,,66,,,,,,,,WOS:000283647800003,,wos,
3334,2020,,,66,,,,,,,,WOS:000508745400033,,wos,
3335,2018,,,66,,,,,,,,WOS:000425514500001,,wos,
3336,2010,,,66,,,,,,,,WOS:000283786900031,,wos,
3337,2010,,,66,,,,,,,,WOS:000283786900036,,wos,
3338,2019,,,66,,,,,,,,WOS:000499696700003,,wos,
3339,2010,,,66,,,,,,,,WOS:000284030600025,,wos,
3340,2010,,,66,,,,,,,,WOS:000284718000012,,wos,
3341,2010,,,66,,,,,,,,WOS:000285064800002,,wos,
3342,2010,,,66,,,,,,,,WOS:000285397300005,,wos,
3343,2010,,,66,,,,,,,,WOS:000285734100003,,wos,
3344,2019,,,66,,,,,,,,WOS:000498826000055,,wos,
3345,2018,,,66,,,,,,,,WOS:000446235500005,,wos,
3346,2010,,,66,,,,,,,,WOS:000285770600014,,wos,
3347,2011,,,66,,,,,,,,WOS:000285868300013,,wos,
3348,2011,,,66,,,,,,,,WOS:000286114200017,,wos,
3349,2011,,,66,,,,,,,,WOS:000286521900002,,wos,
3350,2011,,,66,,,,,,,,WOS:000286521900005,,wos,
3351,2011,,,66,,,,,,,,WOS:000286608300001,,wos,
3352,2010,,,66,,,,,,,,WOS:000286784200024,,wos,
3353,2011,,,66,,,,,,,,WOS:000286962300005,,wos,
3354,2011,,,66,,,,,,,,WOS:000287144400006,,wos,
3355,2010,,,66,,,,,,,,WOS:000287265600001,,wos,
3356,2011,,,66,,,,,,,,WOS:000287284800005,,wos,
3357,2011,,,66,,,,,,,,WOS:000287344900002,,wos,
3358,2011,,,66,,,,,,,,WOS:000287344900015,,wos,
3359,2011,,,66,,,,,,,,WOS:000287438000008,,wos,
3360,2011,,,66,,,,,,,,WOS:000288019400024,,wos,
3361,2011,,,66,,,,,,,,WOS:000288203500003,,wos,
3362,2011,,,66,,,,,,,,WOS:000288314400019,,wos,
3363,2011,,,66,,,,,,,,WOS:000288317600002,,wos,
3364,2011,,,66,,,,,,,,WOS:000288483200012,,wos,
3365,2011,,,66,,,,,,,,WOS:000288547600009,,wos,
3366,2011,,,66,,,,,,,,WOS:000288951200031,,wos,
3367,2011,,,66,,,,,,,,WOS:000288951200035,,wos,
3368,2011,,,66,,,,,,,,WOS:000289005700001,,wos,
3369,2011,,,66,,,,,,,,WOS:000289366700017,,wos,
3370,2011,,,66,,,,,,,,WOS:000289500000005,,wos,
3371,2011,,,66,,,,,,,,WOS:000289598300020,,wos,
3372,2011,,,66,,,,,,,,WOS:000289628400007,,wos,
3373,2011,,,66,,,,,,,,WOS:000289719400022,,wos,
3374,2011,,,66,,,,,,,,WOS:000289909200012,,wos,
3375,2011,,,66,,,,,,,,WOS:000289983100003,,wos,
3376,2011,,,66,,,,,,,,WOS:000289983100009,,wos,
3377,2011,,,66,,,,,,,,WOS:000290094900022,,wos,
3378,2011,,,66,,,,,,,,WOS:000290133200023,,wos,
3379,2018,,,66,,,,,,,,WOS:000451115100011,,wos,
3380,2019,,,66,,,,,,,,WOS:000485303803010,,wos,
3381,2018,,,66,,,,,,,,WOS:000446816500277,,wos,
3382,2011,,,66,,,,,,,,WOS:000290305600029,,wos,
3383,2011,,,66,,,,,,,,WOS:000290614100019,,wos,
3384,2011,,,66,,,,,,,,WOS:000290650300014,,wos,
3385,2011,,,66,,,,,,,,WOS:000290714000003,,wos,
3386,2011,,,66,,,,,,,,WOS:000290720200063,,wos,
3387,2011,,,66,,,,,,,,WOS:000290847800033,,wos,
3388,2011,,,66,,,,,,,,WOS:000291039400007,,wos,
3389,2011,,,66,,,,,,,,WOS:000291115200012,,wos,
3390,2011,,,66,,,,,,,,WOS:000291148200024,,wos,
3391,2011,,,66,,,,,,,,WOS:000291228400001,,wos,
3392,2011,,,66,,,,,,,,WOS:000291308000008,,wos,
3393,2011,,,66,,,,,,,,WOS:000291308000009,,wos,
3394,2019,,,66,,,,,,,,WOS:000477951400028,,wos,
3395,2011,,,66,,,,,,,,WOS:000291464700061,,wos,
3396,2011,,,66,,,,,,,,WOS:000291755000027,,wos,
3397,2018,,,66,,,,,,,,WOS:000430772100003,,wos,
3398,2011,,,66,,,,,,,,WOS:000291833400018,,wos,
3399,2011,,,66,,,,,,,,WOS:000291857500020,,wos,
3400,2018,,,66,,,,,,,,WOS:000440526300002,,wos,
3401,2011,,,66,,,,,,,,WOS:000291949000004,,wos,
3402,2011,,,66,,,,,,,,WOS:000291983800016,,wos,
3403,2011,,,66,,,,,,,,WOS:000291985700030,,wos,
3404,2011,,,66,,,,,,,,WOS:000292134900001,,wos,
3405,2011,,,66,,,,,,,,WOS:000292134900002,,wos,
3406,2011,,,66,,,,,,,,WOS:000292134900015,,wos,
3407,2011,,,66,,,,,,,,WOS:000292145500001,,wos,
3408,2011,,,66,,,,,,,,WOS:000292241800001,,wos,
3409,2011,,,66,,,,,,,,WOS:000292248800025,,wos,
3410,2011,,,66,,,,,,,,WOS:000292341600010,,wos,
3411,2011,,,66,,,,,,,,WOS:000292487100018,,wos,
3412,2019,,,66,,,,,,,,WOS:000466060300005,,wos,
3413,2011,,,66,,,,,,,,WOS:000293286500006,,wos,
3414,2011,,,66,,,,,,,,WOS:000293299600007,,wos,
3415,2011,,,66,,,,,,,,WOS:000293562600001,,wos,
3416,2019,,,66,,,,,,,,WOS:000459830100028,,wos,
3417,2011,,,66,,,,,,,,WOS:000293919600020,,wos,
3418,2011,,,66,,,,,,,,WOS:000294041200012,,wos,
3419,2011,,,66,,,,,,,,WOS:000294283600056,,wos,
3420,2020,,,66,,,,,,,,WOS:000505353300001,,wos,
3421,2011,,,66,,,,,,,,WOS:000294487500082,,wos,
3422,2011,,,66,,,,,,,,WOS:000294543400060,,wos,
3423,2011,,,66,,,,,,,,WOS:000294826200082,,wos,
3424,2011,,,66,,,,,,,,WOS:000295045401103,,wos,
3425,2011,,,66,,,,,,,,WOS:000295080500045,,wos,
3426,2011,,,66,,,,,,,,WOS:000295087300024,,wos,
3427,2011,,,66,,,,,,,,WOS:000295389400015,,wos,
3428,2011,,,66,,,,,,,,WOS:000295407800006,,wos,
3429,2011,,,66,,,,,,,,WOS:000295409400002,,wos,
3430,2011,,,66,,,,,,,,WOS:000295693200041,,wos,
3431,2011,,,66,,,,,,,,WOS:000295693200045,,wos,
3432,2011,,,66,,,,,,,,WOS:000295767100009,,wos,
3433,2011,,,66,,,,,,,,WOS:000295929700004,,wos,
3434,2012,,,66,,,,,,,,WOS:000295995300024,,wos,
