event_id,event_year,event_month,event_day,account_id,sampled,event_text,type,subtype,actors,places,keywords,wos_keys,bib_keys,extracted_from,comment
486,2014,,,15,,,publication,,,,,000340039700013,yang:2014,reference list,
487,1996,,,15,,,publication,,,,,A1996WD23900003,bishop:1996,reference list,
488,2003,,,15,,,publication,,,,,000187221500010,niemann:2003,reference list,
489,2016,,,15,,,publication,,,,,000372327100012,anders:2016,reference list,
490,2014,,,15,,,publication,,,,,000346484800054,sanchez-rivera:2014,reference list,
491,2010,,,15,,,publication,,,,,000277419000002,remy:2010,reference list,
492,2015,,,15,,,publication,,,,,000359741400021,guo:2015,reference list,
493,1993,,,15,,,publication,,,,,A1993LQ84300021,mojica:1993,reference list,
494,2015,,,15,,,publication,,,,,000361878500012,park:2015,reference list,
495,2016,,,15,,,publication,,,,,000368440500045,nelson:2016,reference list,
496,1991,,,15,,,publication,,,,,A1991GQ94800040,jeffreys:1991,reference list,
497,1991,,,15,,,publication,,,,,A1991FY33100027,hermans:1991,reference list,
498,2012,,,15,,,publication,,,,,000300481100005,hale:2012,reference list,
499,2015,,,15,,,publication,,,,,000365569900001,joung:2015,reference list,
500,2016,,,15,,,publication,,,,,000371802600031,yang:2016a,reference list,
501,2006,,,15,,,publication,,,,,000244032500001,makarova:2006a,reference list,
502,2002,,,15,,,publication,,,,,000174710000017,jansen:2002,reference list,
503,2015,,,15,,,publication,,,,,000355929200013,seruggia:2015,reference list,
504,2009,,,15,,,publication,,,,,000268255100045,geurts:2009,reference list,
505,2013,,,15,,,publication,,,,,000314874400050,mali:2013a,reference list,
506,1994,,,15,,,publication,,,,,A1994NV30100036,gu:1994,reference list,
507,2014,,,15,,,publication,,,,,000345763400031,doudna:2014,reference list,account_publication
508,2013,,,15,,,publication,,,,,000328585600001,jinek:2013,reference list,
509,2012,,,15,,,publication,,,,,000308705700016,barrangou:2012a,reference list,
510,2014,,,15,,,publication,,,,,000348434900026,martello:2014,reference list,
511,2010,,,15,,,publication,,,,,000273394000024,horvath:2010,reference list,
512,2008,,,15,,,publication,,,,,000253005800029,horvath:2008,reference list,
513,2013,,,15,,,publication,,,,,000324239300023,yang:2013a,reference list,
514,2011,,,15,,,publication,,,,,000288951200035,deltcheva:2011,reference list,
515,2005,,,15,,,publication,,,,,000227707100005,pourcel:2005,reference list,
516,1989,,,15,,,publication,,,,,A1989U320300032,gossler:1989,reference list,
517,2011,,,15,,,publication,,,,,000294803200041,segata:2011,reference list,
518,2008,,,15,,,publication,,,,,000256059800037,andersson:2008,reference list,
519,2013,,,15,,,publication,,,,,000318483200015,shen:2013,reference list,
520,2011,,,15,,,publication,,,,,000297375700025,sapranauskas:2011,reference list,
521,2016,,,15,,,publication,,,,,000368440500046,tabebordbar:2016,reference list,
522,2016,,,15,,,publication,,,,,000368440500044,long:2016,reference list,
523,2013,,,15,,,publication,,,,,000316439500018,jiang:2013b,reference list,
524,2015,,,15,,,publication,,,,,000353292600009,huang:2015,reference list,
525,2015,,,15,,,publication,,,,,000351538300005,sommer:2015,reference list,
526,2000,,,15,,,publication,,,,,000086338200024,mojica:2000,reference list,
527,2015,,,15,,,publication,,,,,000352454600031,ran:2015,reference list,
528,2015,,,15,,,publication,,,,,000364620900009,makarova:2015,reference list,
529,1989,,,15,,,publication,,,,,A1989U845000092,nakata:1989,reference list,
530,1995,,,15,,,publication,,,,,A1995RN22400008,mojica:1995,reference list,
531,2015,,,15,,,publication,,,,,000362095100034,marraffini:2015,reference list,
532,2011,,,15,,,publication,,,,,000287023000021,miller:2011,reference list,
533,2008,,,15,,,publication,,,,,000261799400054,marraffini:2008,reference list,
534,2014,,,15,,,publication,,,,,000331379800020,niu:2014,reference list,
535,2008,,,15,,,publication,,,,,000258436700038,brouns:2008,reference list,
536,2016,,,15,,,publication,,,,,000371802600030,yin:2016,reference list,
537,2015,,,15,,,publication,,,,,000354314500032,hilton:2015,reference list,
538,2012,,,15,,,publication,,,,,000307535600036,jinek:2012,reference list,
539,2015,,,15,,,publication,,,,,000348775000036,konermann:2015,reference list,
540,2013,,,15,,,publication,,,,,000327673600003,gasiunas:2013,reference list,
541,1987,,,15,,,publication,,,,,A1987L042600013,ishino:1987,reference list,
542,1983,,,14,,,publication,,,,,A1983RE73000007,rodriguez-valera:1983,reference list,
543,1991,,,14,,,publication,,,,,A1991FY33100027,hermans:1991,reference list,
544,1987,,,14,,,publication,,,,,A1987L042600013,ishino:1987,reference list,
545,1995,,,14,,,publication,,,,,A1995RN22400008,mojica:1995,reference list,
546,1989,,,14,,,publication,,,,,A1989AG35900055,lam:1989,reference list,
547,2005,,,14,,,publication,,,,,000227070100004,mojica:2005,reference list,
548,2016,,,14,,,publication,,,,,000370821400031,silas:2016,reference list,
549,2007,,,14,,,publication,,,,,000247285200001,grissa:2007a,reference list,
550,1996,,,14,,,publication,,,,,A1996VY73000013,mojica:1996,reference list,
551,2000,,,14,,,publication,,,,,000086338200024,mojica:2000,reference list,
552,2012,,,14,,,publication,,,,,000305339100070,garcia-heredia:2012,reference list,
553,2009,,,14,,,publication,,,,,000264515100009,mojica:2009,reference list,
554,1990,,,14,,,publication,,,,,A1990EL03400090,juez:1990,reference list,
555,1989,,,14,,,publication,,,,,A1989U845000092,nakata:1989,reference list,
